"TCGA.KS.A41L.11A.11R.A23N.07" "TCGA.DO.A1JZ.11A.11R.A13Y.07" "TCGA.EL.A3ZO.11A.12R.A23N.07" "TCGA.ET.A3DW.11A.11R.A19O.07" "TCGA.EL.A3ZQ.11A.11R.A23N.07" "TCGA.H2.A2K9.11A.11R.A180.07" "TCGA.EL.A3T8.11A.11R.A22L.07" "TCGA.BJ.A2NA.11A.11R.A19O.07" "TCGA.E8.A2JQ.11A.11R.A180.07" "TCGA.EL.A3ZP.11A.11R.A23N.07" "TCGA.BJ.A28X.11A.11R.A22L.07" "TCGA.FY.A3TY.11A.12R.A22U.07" "TCGA.EL.A3ZG.11A.13R.A23N.07" "TCGA.KS.A41I.11A.11R.A23N.07" "TCGA.EL.A3H1.11A.11R.A21D.07" "TCGA.EL.A3ZT.11A.13R.A23N.07" "TCGA.EL.A3T3.11A.11R.A22L.07" "TCGA.EL.A3H2.11A.11R.A20F.07" "TCGA.EM.A1YC.11A.11R.A14Y.07" "TCGA.EL.A3ZL.11A.11R.A23N.07" "TCGA.BJ.A3PU.11A.11R.A220.07" "TCGA.BJ.A28R.11A.11R.A16R.07" "TCGA.BJ.A2N8.11A.11R.A18C.07" "TCGA.BJ.A290.11A.11R.A180.07" "TCGA.KS.A41J.11A.12R.A23N.07" "TCGA.EM.A1CW.11A.12R.A13Y.07" "TCGA.EL.A3T0.11A.12R.A22L.07" "TCGA.EL.A3MY.11A.12R.A21D.07" "TCGA.EL.A3MW.11A.11R.A20F.07" "TCGA.EL.A3T6.11A.11R.A220.07" "TCGA.EM.A1CS.11A.21R.A13Y.07" "TCGA.EL.A3GZ.11A.11R.A20F.07" "TCGA.EL.A3ZH.11A.11R.A23N.07" "TCGA.BJ.A28W.11A.11R.A32Y.07" "TCGA.ET.A2N5.11B.11R.A18C.07" "TCGA.EL.A3ZM.11A.12R.A23N.07" "TCGA.BJ.A2N7.11A.11R.A18C.07" "TCGA.EM.A3ST.11A.11R.A22U.07" "TCGA.EL.A3T1.11A.11R.A22L.07" "TCGA.EL.A3N3.11A.11R.A20F.07" "TCGA.GE.A2C6.11A.11R.A16R.07" "TCGA.EL.A3H7.11A.11R.A21D.07" "TCGA.ET.A3DP.11A.22R.A21D.07" "TCGA.EL.A3MX.11A.11R.A21D.07" "TCGA.EL.A3TA.11A.12R.A22L.07" "TCGA.EL.A3N2.11A.11R.A20F.07" "TCGA.EL.A3TB.11A.11R.A22L.07" "TCGA.BJ.A3PR.11A.11R.A220.07" "TCGA.EL.A3ZR.11A.11R.A23N.07" "TCGA.EL.A3ZS.11A.11R.A23N.07" "TCGA.EM.A1CV.11A.11R.A13Y.07" "TCGA.ET.A2MX.11C.11R.A23N.07" "TCGA.EL.A3T7.11A.21R.A22L.07" "TCGA.EL.A3T2.11A.11R.A22L.07" "TCGA.EL.A3ZK.11A.11R.A23N.07" "TCGA.EM.A1CT.11A.11R.A13Y.07" "TCGA.EM.A1CU.11A.11R.A13Y.07" "TCGA.BJ.A2N9.11A.11R.A18C.07"
"ENSG00000080493" 19.0900335169 20.4027445748 13.7761975318 16.6668615985 14.3133727958 20.511873334 12.2998180748 15.415164122 10.272928937 10.7841876419 10.7099840228 19.2110631522 12.3114883088 9.57453164072 17.0161144632 21.9073577306 13.3131452921 19.908276291 5.97644438638 17.0631452158 16.4527876439 13.8651268456 21.1243381413 21.5723791292 18.7474161341 32.639264562 14.9745894516 17.3040127884 24.7940838363 9.46526387165 18.889583487 18.7065179184 14.5709479929 2.1147480323 21.0683013884 13.4957676028 22.2885763827 11.5286936035 11.002990166 16.8254792756 12.720187683 18.2591251788 20.5630690982 14.0621431007 17.9874219579 21.8705576445 22.205333465 3.91373014548 15.9328325063 1.19844782135 17.3725185354 14.3487057066 19.6173502707 18.6799815967 14.7560756995 15.1336731029 24.8192676872 11.3054019614
"ENSG00000080854" 2.26570028412 2.66366493405 2.18435231322 0.995253426438 2.20708973506 1.38695624377 1.29703356967 0.479177844971 0.787128235228 1.95758219345 1.28452692802 2.84877522949 0.507242407951 1.32632958052 1.2088124901 2.68117327423 1.60678555968 1.55708972419 0.580953976412 1.80586849532 1.66288036255 1.03918260047 0.653133860599 1.46567296525 2.35444475219 0.700569168779 0.839694400292 0.909967233092 1.38884826371 1.93729883509 0.448437346015 1.41229710815 2.41641098366 0.222648613964 1.21667179062 0.634526720794 1.22578364633 0.422537660542 3.10466023634 1.9908640918 0.697154486776 2.79797883469 1.63173129692 1.14326807074 1.43472879264 1.24531634868 1.19079134891 0.239560209979 2.85565567093 0.185877243167 0.818126875209 0.861111346671 2.14203476494 1.76508222056 1.68043633192 0.390020631376 0.919527448307 0.453351308193
"ENSG00000081479" 19.4411957462 30.5059405612 18.0398950204 17.6476503825 16.2757799527 30.7094900772 15.3786888777 16.8409106673 15.0117361818 18.9261163781 16.0021624476 28.0388862348 13.1869992882 10.5114755555 19.6221372577 34.8668857139 21.2807437096 29.1602738404 5.66664025222 18.6292479792 19.1745276514 21.7816542942 30.3715542855 32.0506652352 23.4707118437 31.6012894843 17.9849871673 29.680017994 31.8607052992 15.9320871641 18.5843931532 37.065110487 15.4024939654 6.80717166792 22.2259337956 17.4023807968 20.1791848256 12.2939088926 14.0687332527 29.2396301703 13.993126594 20.9016429496 24.0716068673 20.521463104 18.5908735924 28.8486435914 21.410589569 8.95702014912 30.8857847012 1.58081478106 21.6425996574 12.5388970459 26.0324324834 27.5305191544 20.6034401736 15.7767757088 24.6041823986 11.2480379235
"ENSG00000082482" 3.62353322989 2.97666160428 4.5253538882 5.69522916527 16.5624412436 5.90537546926 13.7268589852 6.46287543974 7.6756441833 5.47981475265 8.04337817688 6.86380343058 6.38676891347 11.6605895533 10.4430231416 14.1464706167 5.39322350316 5.97304909006 10.8133248695 6.72373769679 12.2636054744 11.0677261985 3.28786128684 7.476362272 13.0325436296 19.2006820613 2.4750420547 8.90830157707 6.86228577878 6.94192513697 2.87430060099 3.9982775489 4.6199523716 0.854317056949 4.61709761639 6.7710151797 6.44265908146 2.3263729287 8.61671753652 6.4436778375 2.42292079307 5.43543105121 2.26433097779 12.5455733398 3.82086894429 9.28857279768 6.7817783769 1.98626247079 5.03517103581 1.80301806223 5.30512234996 6.06028269344 6.89320122831 2.92407288196 11.3666602412 4.64535228959 7.42704291835 8.86211534786
"ENSG00000085741" 5.38039290115 5.68987348643 5.94575752031 2.23938307586 3.96113656407 1.68335318742 2.91234334966 2.6041392007 2.2449055956 7.54467849951 2.96814340267 3.40499814431 3.61392057332 1.5613987009 1.80149613123 1.30054880468 3.19114145764 1.62434580753 4.7465432509 1.98560605436 3.23664487991 2.87634442929 1.84697554267 2.30327614119 3.34830485086 1.50976765858 5.96975385827 3.15077202033 4.39581986081 6.12608793519 5.43291019826 2.11498991648 0.779844687644 0.177828332103 2.35439948036 2.18272366953 4.08502569402 6.42570353678 4.35208541002 1.84768439267 1.04642592431 3.13361815509 1.50208794872 2.76810205825 1.98735236668 2.52105509086 6.68637415479 6.31407278971 3.85504422997 2.88670710491 0.93114321479 1.71607462558 1.57333728757 1.77716743834 2.91231414804 2.54923562014 0.855113685909 2.12530745199
"ENSG00000086205" 0.133000891136 0.0582722674503 0.212839329087 0.111986773999 0.106590207229 0.126150667356 0.233176180233 0.172388413926 0.263686392092 0.199116768898 0.218773686062 0.134868693728 0.0472728343823 0.133686226258 0.216741022278 0.0861721937104 0.0863329098631 0.135453964325 0.133728865629 0.0864773768929 0.106237129771 0.125790297527 0.236922372793 0.139952237523 0.0951128591163 0.0997839723697 0.153753810543 0.142684111618 0.0817787345871 0.150684771986 0.0885477593555 0.180222140242 0.0845432299614 1.87841844171 0.0513543715886 0.118144917999 0.146101438321 0.184553688503 0.258731943452 0.12403774548 0.150694109888 0.12541994683 0.190668037356 0.111257746806 0.0382337934263 0.0717951184382 0.184576811073 0.121758549136 0.27629409657 0.372856269157 0.0747288054041 0.0796582798223 0.122095256165 0.174957772545 0.0619855530586 0.0965562370902 0.029021937689 0.105907202469
"ENSG00000086570" 0.120952533598 0.24525902261 0.0705448833308 0.0294584456059 0.120652077451 0.214352632928 0.132360235919 0.134667656608 0.118548475996 0.261891216986 0.451866634071 0.116944684569 0.023094047139 0.0599133805275 0.0962117229662 0.126292281579 0.0766466626328 0.0943188301697 0.0439722073129 0.0606616659537 0.0504830697146 0.0472707178474 0.0977488889551 0.172620702999 0.101804350954 0.104993853021 0.061214637774 0.0436199778041 0.14090447279 0.0302501031381 0.174140997156 0.0661216236015 0.120463101277 0.0604696490022 0.034737213467 0.0497253811848 0.140064772073 0.0215766146105 0.231643446597 0.0623779929033 0.0650104569708 0.100007244526 0.0994159212061 0.0957099302584 0.0594307422066 0.0827382902332 0.185645602743 0.0140927333311 0.293790837229 0.0544894014987 0.0497222379009 0.0363943825641 0.251100541711 0.0889780887581 0.181689628258 0.0703367948248 0.0967011948696 0.0924925330013
"ENSG00000086717" 0.0330914827508 0.0683103223242 0.0556035931292 0.0361187482492 0.052739299801 0.0445357538689 0.0311707392216 0.0625498903932 0.0782809380762 0.0705678929407 0.123480701911 0.0761228704749 0.0514578191511 0.0646761083227 0.0442366390473 0.107200998332 0.0548192269479 0.0433663166707 0.0935792086433 0.0666775941391 0.0484950845723 0.0293413503564 0.0352911291781 0.057551412575 0.0606917826932 0.115406285152 0.0678508287575 0.0251863292093 0.0534110813084 0.047480817481 0.041308604584 0.149713953169 0.0383448751509 0.028597366111 0.0319432502875 0.0977391080229 0.10248957905 0.0502229792794 0.0592920102332 0.0476536232194 0.05905253044 0.0597288844424 0.059299302578 0.0392780135977 0.0605360975337 0.0632651113474 0.106367869424 0.0636180620864 0.0465956823474 0.135288203174 0.0334947616928 0.045636996725 0.0644383730834 0.0465535866422 0.0915705409098 0.0525520994354 0.0263260009779 0.0553358349774
"ENSG00000086991" 0.171629496413 0.109661983627 0.440594170212 0.0702489212226 0.178303128802 0.211736606392 0.487568740819 0.114692522269 0.153379786839 0.30790601375 0.266847752101 0.14727131687 0.13979784206 0.108708591683 0.297414476928 0.138999916514 0.176008104294 0.119957378318 0.365510523436 0.226029014407 0.120385889836 0.436811170968 0.12671861348 0.479927200522 0.168705024252 0.172133899842 0.169437855344 0.341087598596 0.1795483241 0.228847683825 0.174572222981 0.154703740774 0.0729213095698 0.34608160927 0.0437195728129 0.246051521085 0.136455079139 0.299072239308 0.478362803033 0.139597521333 0.12099827322 0.307326190251 0.190087168288 0.264076343061 0.0632303560576 0.111519776522 0.603895125682 0.18025378492 0.19284717154 0.16242462877 0.115814072664 0.157798001471 0.13693352479 0.519485291744 0.116649977803 0.298187805882 0.10012949368 0.170074180469
"ENSG00000087074" 33.9345492572 60.1126908396 58.5122111533 23.003832825 213.230858112 9.49279665709 76.0415085457 9.05482604302 13.1232260181 84.7704367463 19.9452986531 33.9415815275 119.203367824 71.0404998082 64.5713410032 52.1529564259 61.8584463725 10.6193888367 61.1619044025 122.101899592 59.7620778633 15.7741300354 8.75049906853 23.6626177433 113.395031564 36.5782943473 49.0848382682 45.217172361 137.570328957 113.670969416 17.6098594697 77.657191834 160.993379516 10.9134871781 21.0338170162 71.9878093313 74.0868369499 22.677675079 105.392267055 70.136373091 44.7514636746 150.2063426 72.8154814773 64.4079895501 187.159011642 77.7988187259 78.4470086926 28.487239539 138.263568318 111.338790418 28.3366240852 85.1115381542 130.810705964 73.8761579759 127.050257289 42.64031395 41.5442016329 97.8206557987
"ENSG00000088002" 0.973215875832 0.127555366225 1.22286527299 1.0116641242 1.27804778594 0.896293882832 1.09203467432 1.01933632346 0.487244747451 0.163144937871 0.625845378947 1.23868064311 0.851054603475 1.32846147444 0.564452146696 0.567164317984 0.580060073096 0.367098483046 1.4820521504 0.351548004151 1.02628453074 1.23579383722 0.358219487028 0.80493641272 0.208881496899 0.185919251141 0.579992346487 0.459851320404 0.831117685314 1.20363459331 0.559944819851 1.2082123474 0.233896944502 0.5695962985 1.80433379201 0.845298000969 1.13506977113 2.08402227981 0.670444090553 0.968928861341 1.15169174976 0.84445134647 0.166093732247 0.35449381567 0.941988441867 0.0741235956688 0.215784632814 5.23351553044 0.870077775087 0.505245348425 0.458659842699 2.20997722656 1.04783285281 0.305569212444 0.767950608148 0.769944266843 0.478474601332 0.912732439636
"ENSG00000088340" 0.116994012076 0.0642764303758 0.251341487195 0.0209912588397 0.483599660831 0.161049773669 0.0552094695101 0.0418602678452 0.390244333253 0.41207484494 1.2011878129 0.130615087103 0.0398745602025 1.12137650734 0.244237036492 0.060571756323 0.0500648990912 0.0588078247077 0.126900094836 0.12309220538 0.0780481588646 0.333469446512 0.0378651112225 0.0432848124641 0.211634729614 0.0420838105594 0.164742740149 0.0243960445882 0.043112644902 0.478306265256 0.0693549010238 0.0340038221105 0.0475413861803 0.451510841103 0.0479584728419 0.0518206256848 0.0766803828482 0.114590962208 0.392449087806 0.269257161636 0.549116239821 0.135545390866 0.0258473868094 0.0317046390226 0.0703639496975 0.0562334199026 0.17095399447 0.332758178392 0.12801537346 0.829940231727 0.025955023233 0.091946443297 0.0983059190778 0.109862581004 0.143782965912 0.0234937591074 0.0877198496024 0.339463712477
"ENSG00000088387" 7.22344591753 9.09721239239 8.82826462052 8.23798164851 6.00261124266 10.7705944215 8.56032289446 7.81713213168 9.83653399844 8.42011016437 9.30878242848 10.1444956375 4.35006738283 6.56611609327 9.1900991107 9.81664026144 7.18414041952 9.42916606651 4.48435773123 10.7878207347 10.4058916572 9.09292655698 10.6931952045 9.8963356717 8.85614139761 10.8955153406 9.48995701565 11.8691854228 9.66757998748 6.58523079061 6.63465264262 9.25464684166 6.96469694931 2.93030771262 7.60550378167 8.221244718 9.53344148312 4.67143096284 10.6050850257 10.0310253228 9.46470271948 9.19466716334 9.35154891881 9.01008409313 7.92626430283 12.7397963349 9.52647690644 2.38929162797 7.78996456358 2.29766567062 9.316693122 6.02201983948 9.08146205428 10.3982035889 9.74331741044 7.64186172036 10.1602241577 6.07440150528
"ENSG00000088882" 37.9296640912 103.36940451 10.7498477758 6.89218339298 20.8751942109 32.886334074 18.312622123 19.875903685 33.7377419777 30.2308729835 22.6327964452 23.0958412721 15.4342005372 23.2655325932 8.17855160287 34.9860445101 53.9239952687 40.5172476069 1.62699058675 31.908331624 21.4632569866 11.7977876037 7.4546983909 4.37711857925 23.4260068098 23.4892973352 10.7200506839 10.6081742758 38.5311025347 37.6586085674 66.6140150301 59.9604285279 35.0256956086 1.23950026803 41.0604480961 18.4115617134 42.1011564323 19.2593467756 74.5852696029 39.5587853529 18.0853705089 16.2977739356 54.9384368886 19.1692066015 49.9249579888 12.4994284565 17.0868348939 30.6508483916 19.7541563531 18.2871627408 50.8997901815 61.3263090674 56.4924071601 72.3664698314 25.0670954273 18.7864397444 24.29087228 50.102797271
"ENSG00000088992" 2.55014460471 2.89243445911 5.84011669522 16.1488709669 4.2646816038 3.01237781182 7.19622362413 4.96811051693 3.96938006533 6.47252357077 1.80986192346 4.50261527838 6.61031450143 2.231569196 9.94468241119 5.27125147803 7.04212375939 5.03073590941 1.98186932712 5.56586237945 9.34895282805 2.05153320132 9.07130017664 8.0211767142 7.10440302266 4.45763913951 1.52636181598 10.2445197904 2.90639754465 3.0232815508 5.72632488094 2.64601600624 2.79062892086 24.3462585054 10.8662528741 6.27715358961 8.22534746254 8.2649048622 4.25381692108 1.82531191369 4.72731960754 2.22558542201 8.27433095622 9.02696852692 6.10054408755 3.50257080998 2.04792205505 8.61586252291 3.42277683443 10.1995785326 4.87879451752 5.13598903315 4.45163015359 4.35372939342 2.60205071389 7.43977414507 6.49207385362 5.11388158842
"ENSG00000089199" 2.12442120212 0.869334656398 2.30439804023 0.356733367837 0.659112161245 6.32773762319 0.548462633321 4.35643278614 2.85006482176 3.17056018925 0.625162625328 0.210599814127 0.335974414931 2.07500850355 0.445478074675 0.671259084761 0.370054389678 0.157888774241 0.128871742238 0.24610298262 0.366993986549 0.261383877337 0.603538469382 0.739532105714 2.02438407503 0.362852808897 0.259296393171 0.269893593698 0.265486051176 0.688800702275 0.398214340934 0.731840143704 0.50198979807 0.221527116093 0.191770440246 0.37457904868 0.361373665654 0.190201307195 0.872671181265 0.507574135079 5.08781063273 1.22611480325 0.554099515458 0.167345124526 3.90390752159 1.72392114957 0.17394918977 0.878848106421 1.06316056522 2.27939739936 0.752446711572 0.530284794361 0.293260314724 0.209817299628 0.578675019828 0.212939627199 0.856515135676 0.689419223396
"ENSG00000089327" 7.1564090588 4.24945893859 7.54344111909 3.24843821723 6.95780260829 11.9226773818 6.04196672042 21.2909962699 32.2932382616 18.8552637148 43.785621253 5.42472190783 4.97852374002 37.1909718185 6.94892862889 4.40915145208 4.19151613699 3.65467206793 23.1818232191 7.46712261311 5.2585839203 15.7156997711 3.77263975878 4.72057541131 8.43521546798 4.49397939845 12.6838611838 3.95147671004 5.88769729294 14.6570094909 4.64383428938 4.67792240165 2.92994689976 37.165771911 3.82428904194 4.67937559614 6.19316929805 8.20041297892 22.583035071 12.3332050887 24.3671036409 12.5489927221 3.61494804364 6.32751673162 5.00039441564 4.38551399359 7.31054911186 36.2776525726 8.21858927919 105.134200686 2.34761333071 6.24042854867 4.60420841383 4.99723616843 13.7065143696 3.34508585027 4.98723527153 36.3231825403
"ENSG00000090339" 3.13681540485 2.16459617547 6.49624685461 6.61216865273 10.7217801109 6.84258029769 7.54303892932 6.93721492156 17.4775733942 11.8495956286 13.9164219476 2.49977887845 2.79428335479 17.0027310868 8.39706244547 1.89687335851 3.35170167439 3.67504609268 4.47471568698 8.34680139571 4.39539826276 7.6903829712 3.22695176119 3.93111627663 7.15077650688 1.69242340832 5.03818950665 6.01244095557 11.1089680631 11.7512123122 2.85413551313 4.75667281568 4.2345375489 10.5992595615 1.74865376673 1.85785784575 3.73533290553 2.98340217011 44.7947617549 17.2669708397 8.39036177666 30.4242698516 8.04873126097 3.76358566571 6.07189329645 2.56461690725 4.13770182904 3.44743463184 8.44031076499 15.8807214027 1.97306250693 4.25249008132 3.15338767934 4.77397518398 13.2532576893 2.63254734303 2.48052730672 14.0096082124
"ENSG00000091129" 1.30538689847 3.4562371725 0.86028965797 2.80315079098 1.10655844084 3.07446730599 2.20529270549 1.86278366702 2.45250844433 1.74416611198 2.20671938016 1.43149780651 0.510626730586 2.24859203982 2.62230050269 1.2008543176 0.943574904348 1.70326885567 0.566207704618 2.6151499032 1.35959165223 2.47007040479 2.8692891795 1.8928659224 1.05012327284 2.26461996709 0.868914624016 2.93024019094 1.79968713439 1.31037004052 1.42879470087 1.26175295549 1.0177313954 1.50822571698 0.564986736021 0.688183981082 2.22606941238 0.612540942938 3.25417826065 1.62952794764 2.81902494697 2.17872955237 1.41116489352 1.11575950106 3.27378982716 2.42386442251 0.474666094387 0.986561387928 1.84536336118 0.937811615646 1.76241106578 1.30911671906 0.891065195863 1.68037666726 1.50648531254 1.2081328446 2.32082929808 1.14087018222
"ENSG00000091137" 88.5732682194 172.222836324 141.023194224 91.8194634612 135.775412356 163.993572632 119.082953931 127.306692882 70.0841464489 134.491519803 86.0042891123 254.157342177 83.9607082835 97.0168080714 133.115441276 191.066217655 166.074113515 185.063459473 98.7144457003 110.695455751 204.381651499 115.895521185 151.759273156 195.963083384 203.390885073 253.915233678 124.859523242 161.866771027 212.680533783 124.485694731 242.979448526 176.726314803 180.140798204 37.5132347389 130.483281984 135.526502628 172.854136506 135.461587122 100.435451727 125.598678737 97.871821105 141.313184116 205.119594448 142.31151139 142.805246396 126.31302574 328.934876637 58.8363777213 194.576334736 13.7868534081 222.637162265 168.195170314 170.805971304 222.2771547 137.908108862 125.631599522 215.993015834 112.3970556
"ENSG00000091490" 4.37743448402 2.80152199116 4.24283109714 6.54630186932 6.13041649056 10.6823605522 7.10411548781 11.325781449 24.8819113191 10.9947760214 26.5785268122 3.28261528146 2.09313069526 21.6618932215 7.34235174795 2.87681837865 3.70663952399 3.93629669312 2.95084605241 4.14888947252 3.82524138353 16.4269463877 4.49776971751 3.43969422923 6.12602822065 5.2288720188 9.49747796625 4.0701313152 4.59958808904 10.7982009527 4.7043949566 3.58894500029 2.71065907909 15.2659071511 2.87134641562 2.41547844889 3.90249620311 3.31396553434 12.7036655085 25.3286531835 15.6632822093 6.72034205952 3.30669725445 4.34058632461 3.10057086795 7.43493737262 4.7364136225 9.13925620357 6.53935918372 21.9472999251 2.59921216419 3.51301461799 3.49313857477 4.65540669897 6.93152267622 3.8380581082 8.08873322743 13.4935092498
"ENSG00000092295" 0.758662111319 0.151446688788 0.775763168986 0.547797388733 0.588641187252 0.58295036274 0.657561318838 0.679242939 0.495762507481 0.417204832573 0.576558530391 0.603471370998 0.401022623191 0.370060760894 0.30512029321 0.529353363451 0.655559955626 0.758670198295 0.831272336663 0.40579923936 0.533317089477 0.556546890676 0.413642124643 0.54767517645 0.329074774312 0.166012745463 0.433961911028 0.379028967121 0.401891574054 0.523724337923 0.198583605045 0.742922060423 0.80426604681 0.100866011193 1.24685153622 0.633831194666 0.698053244262 0.404145950262 0.432200655317 0.657377585744 0.419655055232 0.377200070345 0.268415673471 0.501814744941 0.569379680417 0.220517697115 0.218618168396 1.21668053357 0.52192948286 0.519591821282 0.432053600741 0.639574100529 0.594718954632 0.469710222347 0.349044217384 0.520900565716 0.252564675406 0.386013747357
"ENSG00000092445" 0.293414044515 0.391526075711 0.368838014469 0.550666534808 0.409649198435 0.408586549765 0.414485596773 0.366853197851 0.329984372078 0.339751038694 0.508156974442 0.530546053446 0.228869254216 0.299275469446 0.332483104504 0.278132475961 0.286551114619 0.325709764172 0.275329782214 0.317244370672 0.282571759329 0.299795146737 0.396456901608 0.404214966833 0.260117285897 0.20917710937 0.442818871537 0.347612764187 0.621443664968 0.356058214505 0.578965852151 0.366200503973 0.278149415145 0.259302599994 0.222997887817 0.503589879434 0.43672175332 0.32239986516 0.437709925522 0.244724975232 0.478062021744 0.324539152502 0.466313570026 0.478015578687 0.607193097978 0.397760792962 0.450151890097 0.423702396644 0.327666782946 0.445088299859 0.33173782067 0.249016636036 0.334800989049 0.32465399078 0.502745189201 0.347731389709 0.197725705764 0.31673888146
"ENSG00000095383" 8.28611604586 4.95929838312 6.81896273082 13.4175630377 3.95611800918 9.04962949464 6.25135362784 6.18658595847 11.0966600418 6.97524472108 8.09763986871 5.66659392293 5.69667833921 6.26501700803 8.24300376475 10.188208436 4.93277305145 4.22148296314 4.18260420854 4.64905761154 6.96006768145 7.35991625083 6.72054519605 5.89633659469 5.54686639939 2.61094617407 11.1161260648 9.21011237 4.68955388062 4.78678545662 8.0160688238 6.6809204705 5.00251241336 12.622637342 8.26153462876 4.54609062876 6.34428726591 5.94342093178 10.6192940675 3.64966749909 7.16365000798 6.7426254056 3.31775852451 6.51620751719 5.07682380389 5.96318638507 4.26731684426 9.47652907274 9.18084081569 3.12024727764 6.11008564802 7.73085889306 6.13436768896 4.86294413199 9.80622178442 7.4458856051 3.78877283577 6.97976397277
"ENSG00000096060" 2.48158681913 35.6238863476 41.9079149017 13.2908268031 3.11229157583 5.81967653252 4.75862377898 6.35109579986 8.63884509341 5.28325971862 10.230127021 6.57082516792 7.40376106258 5.33028986533 7.04174308174 11.9665018245 5.61980562135 25.366132139 2.72887702726 95.9467798507 8.14553365036 9.86180647592 9.0405293585 3.41409717317 2.95489396729 3.65309986613 14.5166030954 9.0730137018 2.91595205242 15.6558800672 7.13660947664 6.88548320325 44.2786814421 6.28836182633 16.0384901691 68.1028962654 52.9943086393 4.82529985115 6.49690193745 18.0210540697 111.084560682 4.82713973662 60.928197383 5.61191548734 14.7409110514 45.2579997793 6.07470158304 4.42648645738 7.51189175371 31.3699775699 28.8141726465 3.51780860428 9.48364086064 106.254944995 8.94336984506 48.4347844711 100.890967054 5.9841451729
"ENSG00000099194" 1.41464700176 2.57019271206 0.904667971427 0.431863897322 1.34756681235 3.71537159495 1.19322875303 1.37471152669 8.67434257449 1.92530265368 3.45849019463 0.548604267766 1.00176997616 2.8354991349 1.26556222799 0.517979049826 0.428422905802 0.627908194192 0.882181543274 3.01939691234 0.997162348977 2.17865819301 1.22722058925 1.27090482471 1.39171170105 0.644911145556 1.44918589005 0.536289849245 1.86338383064 1.22734475816 0.748770459779 0.882787403457 2.17809975258 5.00251773378 0.266833669865 0.626872263748 1.73889351819 0.420444952422 4.74569954678 4.31110429191 6.36222550385 2.71969716294 0.315663447575 0.720541314718 2.43668447355 1.01672323957 0.973059476377 2.20558731334 3.93254934838 4.37272061092 0.373058683897 0.843174580336 0.443287215357 1.34478711622 18.3012981214 0.746873700101 1.41087824495 3.9728513394
"ENSG00000099365" 0.0859840080648 0.085578275343 0.141468886605 0.0586562327105 0.184999087479 0.156704831071 0.156201172121 0.107120682887 0.349175250894 0.242299379024 0.529973620931 0.194263530468 0.0477523559483 0.350109665523 0.0862074591198 0.235025006768 0.0813947355317 0.101413671167 0.101314028589 0.170705403869 0.0460414970691 0.187422758393 0.158710689467 0.142942669949 0.0811690539184 0.0837868007638 0.170425021729 0.0708970949618 0.0983038457477 0.176647509482 0.134168942219 0.0435962464756 0.0597805679313 0.264717325603 0.0855942368384 0.0634906594831 0.174476431667 0.0724989013021 0.179739869779 0.20636979582 0.187538373915 0.160740689992 0.0770408468774 0.0574081433024 0.0933941129364 0.0725233867571 0.18937379514 0.134309045739 0.121072952727 0.497999678364 0.0217579692727 0.151191960877 0.125576186007 0.0549834419964 0.156535790163 0.0446413280948 0.102607146563 0.173737945636
"ENSG00000099625" 0.150334795522 0.21129136018 0.240066646827 0.146631543836 0.163128470351 0.109055248495 0.137735048439 0.0307799082436 0.0686039460393 0.179296725943 0.0954848571021 0.151364849898 0.23874706407 0.116696029038 0.116874602537 0.0794421221682 0.142310892434 0.10060259991 0.0442216518649 0.11221945027 0.106731227887 0.0415965148515 0.167937468366 0.0968599417062 0.135273418672 0.00524947598423 0.150406902066 0.272664328235 0.20994975506 0.32376705112 0.106476724561 0.0758495998555 0.112674681123 0.187966465058 0.0679277471307 0.103424524121 0.112047193023 0.11219376529 0.78325685211 0.0982652745584 0.0710328845868 0.508057072751 0.103173346336 0.197423244881 0.149210720372 0.0863320439319 0.118808282063 0.0532939554887 0.13757442114 0.0784614997389 0.0555016026982 0.070580131849 0.0872003099546 0.0818155553369 0.130438451957 0.0656449657401 0.0488575345466 0.0820140899982
"ENSG00000099864" 4.29639579018 0.959492652393 4.79569289646 8.03045299911 6.55006121923 4.74377708819 5.10249370708 9.64757749011 3.27933214285 3.50647264963 3.46558089287 3.64984723323 4.30951345934 3.73339500771 3.01955090443 4.04506397524 6.12233318492 2.81160202856 7.16398204935 3.46497912844 3.78915891137 3.51396012962 3.01033743208 6.0915716667 2.83984712665 1.13420275328 4.77522481643 4.03110856101 6.92963259169 7.12231882387 4.32283999601 3.69437821986 1.6923234681 3.39314789925 3.41821514902 4.38856259307 2.95753475008 6.77796378042 6.89633955388 1.88767563993 2.78910950186 3.69645733024 2.96728852724 5.18551815323 3.06553804262 4.08273295289 4.21421748885 6.76459341928 4.61272384954 2.1919777881 2.51153317271 3.19498448468 4.81433516817 2.03364683613 2.89307655387 6.41026129571 1.04316114077 4.91577729892
